Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,Aggr,Avg,S/RC,Player,Team
111 (c),102,03/04/2023,2nd,1,Chennai Super Kings,MA Chidambaram Stadium,c R D Gaikwad b M M Ali,20,18,111.11,3917,47.19,135.77,Kl rahul,LSG
112 (c),103,07/04/2023,2nd,2,Sunrisers Hyderabad,BRSABV Ekana Cricket Stadium,lbw b A U Rashid,35,31,112.9,3952,47.05,135.53,Kl rahul,LSG
113 (c),104,10/04/2023,2nd,2,Royal Challengers Bangalore,M Chinnaswamy Stadium,c V Kohli b Mohammed Siraj,18,20,90,3970,46.71,135.22,Kl rahul,LSG
114 (c),105,04/15/2023,1st,1,Punjab Kings,BRSABV Ekana Cricket Stadium,c sub b Arshdeep Singh,74,56,132.14,4044,47.02,135.16,Kl rahul,LSG
115 (c),106,04/19/2023,1st,1,Rajasthan Royals,Sawai Mansingh Stadium,c J C Buttler b J O Holder,39,32,121.88,4083,46.93,135.02,Kl rahul,LSG
116 (c),107,04/22/2023,2nd,1,Gujarat Titans,BRSABV Ekana Cricket Stadium,c J Yadav b M M Sharma,68,61,111.48,4151,47.17,134.55,Kl rahul,LSG
117 (c),108,04/28/2023,1st,1,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c Shahrukh Khan b K Rabada,12,9,133.33,4163,46.78,134.55,Kl rahul,LSG
118 (c),109,01/05/2023,2nd,11,Royal Challengers Bangalore,BRSABV Ekana Cricket Stadium,not out,0*,3,0,4163,46.78,134.42,Kl rahul,LSG
1,1,09/21/2020,1st,1,Sunrisers Hyderabad,Dubai International Cricket Stadium,b V Shankar,56,42,133.33,56,56.0,133.33,Devdutt padikkal,LSG
2,2,09/24/2020,2nd,1,Punjab Kings,Dubai International Cricket Stadium,c Ravi Bishnoi b S S Cottrell,1,2,50,57,28.5,129.55,Devdutt padikkal,LSG
3,3,09/28/2020,1st,1,Mumbai Indians,Dubai International Cricket Stadium,c K A Pollard b T A Boult,54,40,135,111,37.0,132.14,Devdutt padikkal,LSG
4,4,03/10/2020,2nd,1,Rajasthan Royals,Sheikh Zayed Stadium,b J C Archer,63,45,140,174,43.5,134.88,Devdutt padikkal,LSG
5,5,05/10/2020,2nd,1,Delhi Capitals,Dubai International Cricket Stadium,c M P Stoinis b R Ashwin,4,6,66.67,178,35.6,131.85,Devdutt padikkal,LSG
6,6,10/10/2020,1st,1,Chennai Super Kings,Dubai International Cricket Stadium,c F du Plessis b S N Thakur,33,34,97.06,211,35.17,124.85,Devdutt padikkal,LSG
7,7,12/10/2020,1st,2,Kolkata Knight Riders,Sharjah Cricket Stadium,b A D Russell,32,23,139.13,243,34.71,126.56,Devdutt padikkal,LSG
8,8,10/15/2020,1st,2,Punjab Kings,Sharjah Cricket Stadium,c N Pooran b Arshdeep Singh,18,12,150,261,32.63,127.94,Devdutt padikkal,LSG
9,9,10/17/2020,2nd,1,Rajasthan Royals,Dubai International Cricket Stadium,c B A Stokes b R Tewatia,35,37,94.59,296,32.89,122.82,Devdutt padikkal,LSG
10,10,10/21/2020,2nd,1,Kolkata Knight Riders,Sheikh Zayed Stadium,run out,25,17,147.06,321,32.1,124.42,Devdutt padikkal,LSG
11,11,10/25/2020,1st,1,Chennai Super Kings,Dubai International Cricket Stadium,c R D Gaikwad b M J Santner,22,21,104.76,343,31.18,122.94,Devdutt padikkal,LSG
12,12,10/28/2020,1st,2,Mumbai Indians,Sheikh Zayed Stadium,c T A Boult b J J Bumrah,74,45,164.44,417,34.75,128.7,Devdutt padikkal,LSG
13,13,10/31/2020,1st,2,Sunrisers Hyderabad,Sharjah Cricket Stadium,b Sandeep Sharma,5,8,62.5,422,32.46,127.11,Devdutt padikkal,LSG
14,14,02/11/2020,1st,2,Delhi Capitals,Sheikh Zayed Stadium,b A Nortje,50,41,121.95,472,33.71,126.54,Devdutt padikkal,LSG
15,15,06/11/2020,1st,2,Sunrisers Hyderabad,Sheikh Zayed Stadium,c P K Garg b J O Holder,1,6,16.67,473,31.53,124.8,Devdutt padikkal,LSG
16,16,04/14/2021,1st,2,Sunrisers Hyderabad,MA Chidambaram Stadium,c S Nadeem b B Kumar,11,13,84.62,484,30.25,123.47,Devdutt padikkal,LSG
17,17,04/18/2021,1st,2,Kolkata Knight Riders,MA Chidambaram Stadium,c R A Tripathi b M Prasidh Krishna,25,28,89.29,509,29.94,121.19,Devdutt padikkal,LSG
18,18,04/22/2021,2nd,2,Rajasthan Royals,Wankhede Stadium,not out,101*,52,194.23,610,35.88,129.24,Devdutt padikkal,LSG
19,19,04/25/2021,2nd,2,Chennai Super Kings,Wankhede Stadium,c S K Raina b S N Thakur,34,15,226.67,644,35.78,132.24,Devdutt padikkal,LSG
20,20,04/27/2021,1st,2,Delhi Capitals,Narendra Modi Stadium,b I Sharma,17,14,121.43,661,34.79,131.94,Devdutt padikkal,LSG
21,21,04/30/2021,2nd,2,Punjab Kings,Narendra Modi Stadium,b R P Meredith,7,6,116.67,668,33.4,131.76,Devdutt padikkal,LSG
22,22,09/20/2021,1st,2,Kolkata Knight Riders,Sheikh Zayed Stadium,c †K D Karthik b L H Ferguson,22,20,110,690,32.86,130.93,Devdutt padikkal,LSG
23,23,09/24/2021,1st,2,Chennai Super Kings,Sharjah Cricket Stadium,c A T Rayudu b S N Thakur,70,50,140,760,34.55,131.72,Devdutt padikkal,LSG
24,24,09/26/2021,1st,2,Mumbai Indians,Dubai International Cricket Stadium,c †Q de Kock b J J Bumrah,0,4,0,760,33.04,130.81,Devdutt padikkal,LSG
25,25,09/29/2021,2nd,2,Rajasthan Royals,Dubai International Cricket Stadium,b Mustafizur Rahman,22,17,129.41,782,32.58,130.77,Devdutt padikkal,LSG
26,26,03/10/2021,1st,2,Punjab Kings,Sharjah Cricket Stadium,c †K L Rahul b M C Henriques,40,38,105.26,822,32.88,129.25,Devdutt padikkal,LSG
27,27,06/10/2021,2nd,2,Sunrisers Hyderabad,Sheikh Zayed Stadium,c Abdul Samad b Rashid Khan,41,52,78.85,863,33.19,125.44,Devdutt padikkal,LSG
28,28,08/10/2021,2nd,2,Delhi Capitals,Dubai International Cricket Stadium,c R Ashwin b A Nortje,0,1,0,863,31.96,125.25,Devdutt padikkal,LSG
29,29,11/10/2021,1st,1,Kolkata Knight Riders,Sharjah Cricket Stadium,b L H Ferguson,21,18,116.67,884,31.57,125.04,Devdutt padikkal,LSG
30,30,03/29/2022,1st,4,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,b Umran Malik,41,29,141.38,925,31.9,125.68,Devdutt padikkal,LSG
31,31,02/04/2022,1st,3,Mumbai Indians,Dr DY Patil Sports Academy,c R G Sharma b T S Mills,7,7,100,932,31.07,125.44,Devdutt padikkal,LSG
32,32,05/04/2022,1st,3,Royal Challengers Bangalore,Wankhede Stadium,c V Kohli b H V Patel,37,29,127.59,969,31.26,125.52,Devdutt padikkal,LSG
33,33,10/04/2022,1st,2,Lucknow Super Giants,Wankhede Stadium,c J O Holder b K Gowtham,29,29,100,998,31.19,124.59,Devdutt padikkal,LSG
34,34,04/14/2022,2nd,2,Gujarat Titans,Dr DY Patil Sports Academy,c Shubman Gill b Y Dayal,0,1,0,998,30.24,124.44,Devdutt padikkal,LSG
35,35,04/18/2022,1st,2,Kolkata Knight Riders,Brabourne Stadium,b S P Narine,24,18,133.33,1022,30.06,124.63,Devdutt padikkal,LSG
36,36,04/22/2022,1st,2,Delhi Capitals,Wankhede Stadium,lbw b K K Ahmed,54,35,154.29,1076,30.74,125.85,Devdutt padikkal,LSG
37,37,04/26/2022,1st,2,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,lbw b Mohammed Siraj,7,7,100,1083,30.08,125.64,Devdutt padikkal,LSG
38,38,04/30/2022,1st,2,Mumbai Indians,Dr DY Patil Sports Academy,c K A Pollard b H R Shokeen,15,15,100,1098,29.68,125.2,Devdutt padikkal,LSG
39,39,02/05/2022,1st,2,Kolkata Knight Riders,Wankhede Stadium,c & b U T Yadav,2,5,40,1100,28.95,124.72,Devdutt padikkal,LSG
40,40,07/05/2022,2nd,4,Punjab Kings,Wankhede Stadium,c M A Agarwal b Arshdeep Singh,31,32,96.88,1131,29.0,123.74,Devdutt padikkal,LSG
41,41,11/05/2022,1st,4,Delhi Capitals,Dr DY Patil Sports Academy,c sub b A Nortje,48,30,160,1179,29.48,124.89,Devdutt padikkal,LSG
42,42,05/15/2022,1st,4,Lucknow Super Giants,Brabourne Stadium,c K H Pandya b Ravi Bishnoi,39,18,216.67,1218,29.71,126.61,Devdutt padikkal,LSG
43,43,05/20/2022,2nd,4,Chennai Super Kings,Brabourne Stadium,b M M Ali,3,9,33.33,1221,29.07,125.75,Devdutt padikkal,LSG
44,44,05/24/2022,1st,4,Gujarat Titans,Eden Gardens,b H H Pandya,28,20,140,1249,29.05,126.03,Devdutt padikkal,LSG
45,45,05/27/2022,2nd,4,Royal Challengers Bangalore,Narendra Modi Stadium,c †K D Karthik b J R Hazlewood,9,12,75,1258,28.59,125.42,Devdutt padikkal,LSG
46,46,05/29/2022,1st,4,Gujarat Titans,Narendra Modi Stadium,c Mohammed Shami b Rashid Khan,2,10,20,1260,28.0,124.38,Devdutt padikkal,LSG
47,47,02/04/2023,1st,4,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,b Umran Malik,2,5,40,1262,27.43,123.97,Devdutt padikkal,LSG
48,48,05/04/2023,2nd,5,Punjab Kings,Barsapara Cricket Stadium,b N Ellis,21,26,80.77,1283,27.3,122.89,Devdutt padikkal,LSG
49,49,12/04/2023,1st,3,Chennai Super Kings,MA Chidambaram Stadium,c D P Conway b R A Jadeja,38,26,146.15,1321,27.52,123.46,Devdutt padikkal,LSG
50,50,04/16/2023,2nd,3,Gujarat Titans,Narendra Modi Stadium,c M M Sharma b Rashid Khan,26,25,104,1347,27.49,123.01,Devdutt padikkal,LSG
51,51,04/19/2023,2nd,4,Lucknow Super Giants,Sawai Mansingh Stadium,c †N Pooran b Avesh Khan,26,21,123.81,1373,27.46,123.03,Devdutt padikkal,LSG
52,52,04/23/2023,2nd,3,Royal Challengers Bangalore,M Chinnaswamy Stadium,c V Kohli b D J Willey,52,34,152.94,1425,27.94,123.91,Devdutt padikkal,LSG
53,53,04/27/2023,1st,6,Chennai Super Kings,Sawai Mansingh Stadium,not out,27*,13,207.69,1452,28.47,124.85,Devdutt padikkal,LSG
54,54,04/30/2023,1st,4,Mumbai Indians,Wankhede Stadium,b P P Chawla,2,4,50,1454,27.96,124.59,Devdutt padikkal,LSG
55,55,05/05/2023,1st,4,Gujarat Titans,Sawai Mansingh Stadium,b Noor Ahmad,12,12,100,1466,27.66,124.34,Devdutt padikkal,LSG
56,56,05/14/2023,2nd,5,Royal Challengers Bangalore,Sawai Mansingh Stadium,c Mohammed Siraj b M G Bracewell,4,4,100,1470,27.22,124.26,Devdutt padikkal,LSG
57,57,05/19/2023,2nd,3,Punjab Kings,Himachal Pradesh Cricket Association Stadium,c Harpreet Brar b Arshdeep Singh,51,30,170,1521,27.65,125.39,Devdutt padikkal,LSG
1,1,04/17/2013,1st,2,Pune Warriors,Maharashtra Cricket Association Stadium,c M R Marsh b A B Dinda,2,8,25,2,2.0,25,Quinton de kock,LSG
2 (k),2,04/19/2013,2nd,1,Punjab Kings,Rajiv Gandhi International Stadium,b P Kumar,0,4,0,2,1.0,16.67,Quinton de kock,LSG
3 (k),3,04/25/2013,1st,1,Chennai Super Kings,MA Chidambaram Stadium,c M Vijay b M M Sharma,4,3,133.33,6,2.0,40,Quinton de kock,LSG
4,4,04/25/2014,2nd,1,Sunrisers Hyderabad,Dubai International Cricket Stadium,c A J Finch b K V Sharma,48,30,160,54,13.5,120,Quinton de kock,LSG
5,5,04/27/2014,2nd,1,Mumbai Indians,Sharjah Cricket Stadium,c M E K Hussey b C J Anderson,16,24,66.67,70,14.0,101.45,Quinton de kock,LSG
6,6,03/05/2014,1st,1,Rajasthan Royals,Arun Jaitley Stadium,c & b P V Tambe,42,33,127.27,112,18.67,109.8,Quinton de kock,LSG
7,7,05/05/2014,1st,1,Chennai Super Kings,Arun Jaitley Stadium,run out,24,16,150,136,19.43,115.25,Quinton de kock,LSG
8,8,07/05/2014,1st,1,Kolkata Knight Riders,Arun Jaitley Stadium,c G Gambhir b U T Yadav,10,9,111.11,146,18.25,114.96,Quinton de kock,LSG
9,9,10/05/2014,1st,1,Sunrisers Hyderabad,Arun Jaitley Stadium,c K L Rahul b D W Steyn,7,12,58.33,153,17.0,110.07,Quinton de kock,LSG
10 (k),10,05/13/2014,2nd,1,Royal Challengers Bangalore,M Chinnaswamy Stadium,b M A Starc,6,6,100,159,15.9,109.66,Quinton de kock,LSG
11 (k),11,09/05/2015,2nd,1,Sunrisers Hyderabad,Shaheed Veer Narayan Sing International Stadium,st N V Ojha b K V Sharma,50,31,161.29,209,19.0,118.75,Quinton de kock,LSG
12 (k),12,12/05/2015,2nd,1,Chennai Super Kings,Shaheed Veer Narayan Sing International Stadium,c R Ashwin b I C Pandey,3,7,42.86,212,17.67,115.85,Quinton de kock,LSG
13 (k),13,05/17/2015,1st,1,Royal Challengers Bangalore,M Chinnaswamy Stadium,c V Kohli b Y S Chahal,69,39,176.92,281,21.62,126.58,Quinton de kock,LSG
14 (k),14,10/04/2016,1st,2,Kolkata Knight Riders,Eden Gardens,c Y K Pathan b A D Russell,17,10,170,298,21.29,128.45,Quinton de kock,LSG
15 (k),15,04/15/2016,2nd,1,Punjab Kings,Arun Jaitley Stadium,not out,59*,42,140.48,357,25.5,130.29,Quinton de kock,LSG
16 (k),16,04/17/2016,2nd,1,Royal Challengers Bangalore,M Chinnaswamy Stadium,c †K M Jadhav b S R Watson,108,51,211.76,465,31.0,143.08,Quinton de kock,LSG
17 (k),17,04/23/2016,1st,1,Mumbai Indians,Arun Jaitley Stadium,c H H Pandya b M J McClenaghan,9,7,128.57,474,29.63,142.77,Quinton de kock,LSG
18 (k),18,04/27/2016,2nd,1,Gujarat Lions,Arun Jaitley Stadium,c S K Raina b D S Kulkarni,5,11,45.45,479,28.18,139.65,Quinton de kock,LSG
19 (k),19,04/30/2016,1st,1,Kolkata Knight Riders,Arun Jaitley Stadium,c G B Hogg b A D Russell,1,3,33.33,480,26.67,138.73,Quinton de kock,LSG
20 (k),20,03/05/2016,2nd,1,Gujarat Lions,Saurashtra Cricket Association Stadium,c D R Smith b S Kaushik,46,45,102.22,526,27.68,134.53,Quinton de kock,LSG
21 (k),21,07/05/2016,2nd,1,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c A R Patel b M P Stoinis,52,30,173.33,578,28.9,137.29,Quinton de kock,LSG
22 (k),22,12/05/2016,2nd,1,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c †N V Ojha b M C Henriques,44,31,141.94,622,29.62,137.61,Quinton de kock,LSG
23 (k),23,05/15/2016,2nd,2,Mumbai Indians,Dr YS Rajasekhara Reddy Cricket Stadium,c †J C Buttler b K H Pandya,40,28,142.86,662,30.09,137.92,Quinton de kock,LSG
24 (k),24,05/17/2016,1st,1,Rising Pune Supergiant,Dr YS Rajasekhara Reddy Cricket Stadium,lbw b A B Dinda,2,8,25,664,28.87,136.07,Quinton de kock,LSG
25 (k),25,05/20/2016,2nd,1,Sunrisers Hyderabad,Shaheed Veer Narayan Sing International Stadium,c †N V Ojha b B B Sran,2,9,22.22,666,27.75,134,Quinton de kock,LSG
26 (k),26,05/22/2016,1st,1,Royal Challengers Bangalore,Shaheed Veer Narayan Sing International Stadium,c C J Jordan b Y S Chahal,60,52,115.38,726,29.04,132.24,Quinton de kock,LSG
27 (k),27,08/04/2018,1st,2,Kolkata Knight Riders,Eden Gardens,c R Vinay Kumar b P P Chawla,4,4,100,730,28.08,132.01,Quinton de kock,LSG
28 (k),28,04/13/2018,2nd,1,Punjab Kings,M Chinnaswamy Stadium,b R Ashwin,45,34,132.35,775,28.7,132.03,Quinton de kock,LSG
29 (k),29,04/15/2018,2nd,2,Rajasthan Royals,M Chinnaswamy Stadium,c J D Unadkat b D J M Short,26,19,136.84,801,28.61,132.18,Quinton de kock,LSG
30 (k),30,04/17/2018,2nd,2,Mumbai Indians,Wankhede Stadium,b M J McClenaghan,19,12,158.33,820,28.28,132.69,Quinton de kock,LSG
31 (k),31,04/21/2018,2nd,1,Delhi Capitals,M Chinnaswamy Stadium,run out,18,16,112.5,838,27.93,132.18,Quinton de kock,LSG
32 (k),32,04/25/2018,1st,1,Chennai Super Kings,M Chinnaswamy Stadium,c & b D J J Bravo,53,37,143.24,891,28.74,132.79,Quinton de kock,LSG
33 (k),33,04/29/2018,1st,1,Kolkata Knight Riders,M Chinnaswamy Stadium,c Shubman Gill b Kuldeep Yadav,29,27,107.41,920,28.75,131.81,Quinton de kock,LSG
34 (k),34,01/05/2018,1st,2,Mumbai Indians,M Chinnaswamy Stadium,c R G Sharma b M J McClenaghan,7,13,53.85,927,28.09,130.38,Quinton de kock,LSG
35 (k),35,03/24/2019,2nd,2,Delhi Capitals,Wankhede Stadium,c T A Boult b I Sharma,27,16,168.75,954,28.06,131.22,Quinton de kock,LSG
36 (k),36,03/28/2019,1st,1,Royal Challengers Bangalore,M Chinnaswamy Stadium,b Y S Chahal,23,20,115,977,27.91,130.79,Quinton de kock,LSG
37 (k),37,03/30/2019,1st,2,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,lbw b Mohammed Shami,60,39,153.85,1037,28.81,131.93,Quinton de kock,LSG
38 (k),38,03/04/2019,1st,1,Chennai Super Kings,Wankhede Stadium,c K M Jadhav b D L Chahar,4,7,57.14,1041,28.14,131.27,Quinton de kock,LSG
39 (k),39,06/04/2019,1st,2,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c D J Hooda b S Kaul,19,18,105.56,1060,27.89,130.7,Quinton de kock,LSG
40 (k),40,10/04/2019,2nd,1,Punjab Kings,Wankhede Stadium,c D A Miller b R Ashwin,24,23,104.35,1084,27.79,129.98,Quinton de kock,LSG
41 (k),41,04/13/2019,1st,2,Rajasthan Royals,Wankhede Stadium,c J C Buttler b J C Archer,81,52,155.77,1165,29.13,131.49,Quinton de kock,LSG
42 (k),42,04/15/2019,2nd,2,Royal Challengers Bangalore,Wankhede Stadium,lbw b M M Ali,40,26,153.85,1205,29.39,132.13,Quinton de kock,LSG
43 (k),43,04/18/2019,1st,2,Delhi Capitals,Arun Jaitley Stadium,run out,35,27,129.63,1240,29.52,132.06,Quinton de kock,LSG
44 (k),44,04/20/2019,1st,1,Rajasthan Royals,Sawai Mansingh Stadium,c B A Stokes b S Gopal,65,47,138.3,1305,30.35,132.35,Quinton de kock,LSG
45 (k),45,04/26/2019,1st,2,Chennai Super Kings,MA Chidambaram Stadium,c †A T Rayudu b D L Chahar,15,9,166.67,1320,30.0,132.66,Quinton de kock,LSG
46 (k),46,04/28/2019,2nd,1,Kolkata Knight Riders,Eden Gardens,c A D Russell b S P Narine,0,4,0,1320,29.33,132.13,Quinton de kock,LSG
47 (k),47,02/05/2019,1st,2,Sunrisers Hyderabad,Wankhede Stadium,not out,69*,58,118.97,1389,30.87,131.41,Quinton de kock,LSG
48 (k),48,05/05/2019,2nd,1,Kolkata Knight Riders,Wankhede Stadium,c †K D Karthik b M Prasidh Krishna,30,23,130.43,1419,30.85,131.39,Quinton de kock,LSG
49 (k),49,07/05/2019,2nd,2,Chennai Super Kings,MA Chidambaram Stadium,c F du Plessis b Harbhajan Singh,8,12,66.67,1427,30.36,130.68,Quinton de kock,LSG
50 (k),50,12/05/2019,1st,1,Chennai Super Kings,Rajiv Gandhi International Stadium,c †M S Dhoni b S N Thakur,29,17,170.59,1456,30.33,131.29,Quinton de kock,LSG
51 (k),51,09/19/2020,1st,2,Chennai Super Kings,Sheikh Zayed Stadium,c S R Watson b S M Curran,33,20,165,1489,30.39,131.89,Quinton de kock,LSG
52 (k),52,09/23/2020,1st,1,Kolkata Knight Riders,Sheikh Zayed Stadium,c N S Naik b Shivam Mavi,1,3,33.33,1490,29.8,131.63,Quinton de kock,LSG
53 (k),53,09/28/2020,2nd,2,Royal Challengers Bangalore,Dubai International Cricket Stadium,c sub b Y S Chahal,14,15,93.33,1504,29.49,131.12,Quinton de kock,LSG
54 (k),54,01/10/2020,1st,1,Punjab Kings,Sheikh Zayed Stadium,b S S Cottrell,0,5,0,1504,28.92,130.56,Quinton de kock,LSG
55 (k),55,04/10/2020,1st,2,Sunrisers Hyderabad,Sharjah Cricket Stadium,c & b Rashid Khan,67,39,171.79,1571,29.64,131.91,Quinton de kock,LSG
56 (k),56,06/10/2020,1st,1,Rajasthan Royals,Sheikh Zayed Stadium,c †J C Buttler b Kartik Tyagi,23,15,153.33,1594,29.52,132.17,Quinton de kock,LSG
57 (k),57,11/10/2020,2nd,2,Delhi Capitals,Sheikh Zayed Stadium,c P P Shaw b R Ashwin,53,36,147.22,1647,29.95,132.61,Quinton de kock,LSG
58 (k),58,10/16/2020,2nd,2,Kolkata Knight Riders,Sheikh Zayed Stadium,not out,78*,44,177.27,1725,31.36,134.14,Quinton de kock,LSG
59 (k),59,10/18/2020,1st,2,Punjab Kings,Dubai International Cricket Stadium,c M A Agarwal b C J Jordan,53,43,123.26,1778,31.75,133.78,Quinton de kock,LSG
60 (k),60,10/23/2020,2nd,1,Chennai Super Kings,Sharjah Cricket Stadium,not out,46*,37,124.32,1824,32.57,133.53,Quinton de kock,LSG
61 (k),61,10/25/2020,1st,2,Rajasthan Royals,Sheikh Zayed Stadium,b J C Archer,6,4,150,1830,32.11,133.58,Quinton de kock,LSG
62 (k),62,10/28/2020,2nd,1,Royal Challengers Bangalore,Sheikh Zayed Stadium,c Gurkeerat Singh b Mohammed Siraj,18,19,94.74,1848,31.86,133.05,Quinton de kock,LSG
63 (k),63,10/31/2020,2nd,2,Delhi Capitals,Dubai International Cricket Stadium,b A Nortje,26,28,92.86,1874,31.76,132.25,Quinton de kock,LSG
64 (k),64,03/11/2020,1st,2,Sunrisers Hyderabad,Sharjah Cricket Stadium,b Sandeep Sharma,25,13,192.31,1899,31.65,132.8,Quinton de kock,LSG
65 (k),65,05/11/2020,1st,1,Delhi Capitals,Dubai International Cricket Stadium,c S Dhawan b R Ashwin,40,25,160,1939,31.79,133.26,Quinton de kock,LSG
66 (k),66,10/11/2020,2nd,2,Delhi Capitals,Dubai International Cricket Stadium,c †R R Pant b M P Stoinis,20,12,166.67,1959,31.6,133.54,Quinton de kock,LSG
67 (k),67,04/13/2021,1st,2,Kolkata Knight Riders,MA Chidambaram Stadium,c R A Tripathi b C V Varun,2,6,33.33,1961,31.13,133.13,Quinton de kock,LSG
68 (k),68,04/17/2021,1st,1,Sunrisers Hyderabad,MA Chidambaram Stadium,c sub b Mujeeb Ur Rahman,40,39,102.56,2001,31.27,132.34,Quinton de kock,LSG
69 (k),69,04/20/2021,1st,2,Delhi Capitals,MA Chidambaram Stadium,c †R R Pant b M P Stoinis,2,4,50,2003,30.82,132.12,Quinton de kock,LSG
70 (k),70,04/23/2021,1st,1,Punjab Kings,MA Chidambaram Stadium,c M C Henriques b D J Hooda,3,5,60,2006,30.39,131.89,Quinton de kock,LSG
71 (k),71,04/29/2021,2nd,2,Rajasthan Royals,Arun Jaitley Stadium,not out,70*,50,140,2076,31.45,132.15,Quinton de kock,LSG
72 (k),72,01/05/2021,2nd,1,Chennai Super Kings,Arun Jaitley Stadium,c & b M M Ali,38,28,135.71,2114,31.55,132.21,Quinton de kock,LSG
73 (k),73,09/19/2021,2nd,1,Chennai Super Kings,Dubai International Cricket Stadium,lbw b D L Chahar,17,12,141.67,2131,31.34,132.28,Quinton de kock,LSG
74 (k),74,09/23/2021,1st,2,Kolkata Knight Riders,Sheikh Zayed Stadium,c S P Narine b M Prasidh Krishna,55,42,130.95,2186,31.68,132.24,Quinton de kock,LSG
